bmrb_id,query_orf_subid,pdb_id,subject_orf_subid,match_size,number_gaps,number_identities,query_orf_match_start
5830,cyt_c,1m60,A,104,0,104,1
5830,cyt_c,1lc2,A,104,0,104,1
5830,cyt_c,1lc1,A,104,0,104,1
5830,cyt_c,1i5t,A,104,0,104,1
5830,cyt_c,1giw,,104,0,104,1
5830,cyt_c,1fi9,A,104,0,104,1
5830,cyt_c,1fi7,A,104,0,104,1
5830,cyt_c,1akk,,104,0,104,1
5830,cyt_c,1j3s,A,104,0,92,1
5830,cyt_c,1nmi,A,102,0,65,1
5830,cyt_c,1fhb,,102,0,63,1
5830,cyt_c,1yic,,102,0,63,1
5830,cyt_c,1yfc,,102,0,63,1
5830,cyt_c,1lms,A,102,0,63,1
5830,cyt_c,1i6e,A,98,3,43,2
5830,cyt_c,1i6d,A,98,3,43,2
5830,cyt_c,1c7m,A,98,3,43,2
5830,cyt_c,1c2n,,114,19,41,1
5832,hainantoxin-III,1qk6,A,29,0,23,2
5832,hainantoxin-III,1nix,A,30,0,23,2
5832,hainantoxin-III,1niy,A,31,2,16,2
5832,hainantoxin-III,1ryg,A,31,2,16,2
5832,hainantoxin-III,1ryv,A,31,2,15,2
5832,hainantoxin-III,2aap,A,29,0,12,1
5832,hainantoxin-III,1zjq,A,29,0,12,1
5832,hainantoxin-III,1qk7,A,29,3,14,1
5832,hainantoxin-III,1s6x,A,16,0,9,14
5832,hainantoxin-III,1mb6,A,31,2,11,2
5832,hainantoxin-III,1tyk,A,30,1,12,1
5832,hainantoxin-III,1lu8,A,30,1,12,1
5832,hainantoxin-III,1koz,A,24,1,10,2
5833,mob1_monomer,1r3b,A,202,0,202,1
5833,mob1_monomer,1umq,A,25,0,21,1
5833,mob1_monomer,1yx3,A,47,4,25,1
5833,mob1_monomer,1w6v,A,25,0,20,1
5833,mob1_monomer,1ssk,A,20,0,20,1
5833,mob1_monomer,2adb,A,72,13,30,1
5833,mob1_monomer,1uap,A,24,0,21,1
5833,mob1_monomer,1jjr,A,65,15,30,1
5833,mob1_monomer,2f09,A,19,0,19,1
5833,mob1_monomer,2evz,A,19,0,19,1
5833,mob1_monomer,2ese,A,19,0,19,1
5833,mob1_monomer,2es6,A,19,0,19,1
5833,mob1_monomer,2err,A,19,0,19,1
5836,YPM,1poq,A,118,0,118,2
5836,YPM,1n6v,A,32,0,11,86
5836,YPM,1n6u,A,32,0,11,86
5838,S100B,1psb,B,91,0,91,1
5838,S100B,1psb,A,91,0,91,1
5838,S100B,1cfp,B,91,0,91,1
5838,S100B,1cfp,A,91,0,91,1
5838,S100B,1uwo,B,91,0,88,1
5838,S100B,1uwo,A,91,0,88,1
5838,S100B,1mq1,B,91,0,88,1
5838,S100B,1mq1,A,91,0,88,1
5838,S100B,1xyd,B,91,0,87,1
5838,S100B,1xyd,A,91,0,87,1
5838,S100B,1sym,B,91,0,87,1
5838,S100B,1sym,A,91,0,87,1
5838,S100B,1qlk,B,91,0,87,1
5838,S100B,1qlk,A,91,0,87,1
5838,S100B,1mwn,B,91,0,87,1
5838,S100B,1mwn,A,91,0,87,1
5838,S100B,1dt7,B,91,0,87,1
5838,S100B,1dt7,A,91,0,87,1
5838,S100B,1b4c,B,91,0,87,1
5838,S100B,1b4c,A,91,0,87,1
5838,S100B,1k2h,B,88,0,51,1
5838,S100B,1k2h,A,88,0,51,1
5838,S100B,1m31,B,87,0,44,3
5838,S100B,1m31,A,87,0,44,3
5838,S100B,1ozo,B,89,0,44,1
5838,S100B,1ozo,A,89,0,44,1
5838,S100B,1nsh,B,88,0,34,1
5838,S100B,1nsh,A,88,0,34,1
5838,S100B,2cnp,B,86,2,38,1
5838,S100B,2cnp,A,86,2,38,1
5838,S100B,1jwd,B,86,2,38,1
5838,S100B,1jwd,A,86,2,38,1
5838,S100B,1cnp,B,86,2,38,1
5838,S100B,1cnp,A,86,2,38,1
5838,S100B,1a03,B,86,2,38,1
5838,S100B,1a03,A,86,2,38,1
5838,S100B,1cb1,,78,3,29,4
5838,S100B,1ksm,A,78,3,29,4
5838,S100B,1kqv,A,78,3,29,4
5838,S100B,1n65,A,77,3,29,5
5838,S100B,2bcb,,77,3,29,5
5838,S100B,2bca,,77,3,29,5
5838,S100B,1clb,,77,3,29,5
5838,S100B,1cdn,,77,3,29,5
5838,S100B,1boc,,77,3,29,5
5838,S100B,1b1g,A,77,3,29,5
5838,S100B,1d1o,A,77,3,29,5
5838,S100B,1kcy,A,77,3,29,5
5838,S100B,1yuu,B,77,3,23,1
5838,S100B,1yuu,A,77,3,23,1
5838,S100B,1yut,B,77,3,23,1
5838,S100B,1yut,A,77,3,23,1
5838,S100B,1yus,B,77,3,23,1
5838,S100B,1yus,A,77,3,23,1
5838,S100B,1yur,B,77,3,23,1
5838,S100B,1yur,A,77,3,23,1
5838,S100B,1bod,,77,5,29,5
5838,S100B,1wj5,A,45,0,15,18
5838,S100B,2bbn,A,42,3,14,39
5838,S100B,2bbn,A,30,1,13,49
5838,S100B,2bbm,A,42,3,14,39
5838,S100B,2bbm,A,30,1,13,49
5838,S100B,1jfk,A,34,0,12,47
5838,S100B,1jfk,A,43,1,13,34
5838,S100B,1jfj,A,34,0,12,47
5838,S100B,1jfj,A,43,1,13,34
5838,S100B,1zac,,28,0,11,50
5838,S100B,1trf,,28,0,11,50
5838,S100B,1tnx,,28,0,11,50
5838,S100B,1tnx,,44,5,14,31
5838,S100B,1tnw,,28,0,11,50
5838,S100B,1tnw,,44,5,14,31
5838,S100B,1tnq,,28,0,11,50
5838,S100B,1tnp,,28,0,11,50
5838,S100B,1sy9,A,39,3,14,39
5838,S100B,1sy9,A,30,1,13,49
5838,S100B,1smg,,28,0,11,50
5838,S100B,1skt,,28,0,11,50
5838,NDR_peptide,1psb,D,26,0,26,1
5838,NDR_peptide,1psb,C,26,0,26,1
5839,GB3,1p7f,A,56,0,56,1
5839,GB3,1p7e,A,56,0,56,1
5839,GB3,2igh,,54,0,54,3
5839,GB3,1pn5,A,56,0,50,1
5839,GB3,1ibx,B,56,0,50,1
5839,GB3,3gb1,A,56,0,49,1
5839,GB3,2gb1,,56,0,49,1
5839,GB3,1gb1,,56,0,49,1
5839,GB3,2igg,,54,0,50,3
5839,GB3,1fd6,A,54,0,47,3
5839,GB3,1q10,B,56,0,46,1
5839,GB3,1q10,A,56,0,46,1
5839,GB3,1mpe,D,56,0,45,1
5839,GB3,1mpe,C,56,0,45,1
5839,GB3,1mpe,B,56,0,45,1
5839,GB3,1mpe,A,56,0,45,1
5839,GB3,1fcl,A,54,0,44,3
5839,GB3,1gb4,,54,0,44,3
5839,GB3,1zxh,A,54,0,35,1
5841,KAPP,1mzk,A,139,0,139,1
5841,KAPP,1uht,A,117,19,39,8
5842,IR24,1r9p,A,134,0,134,1
5842,IR24,1q48,A,134,0,134,1
5842,IR24,1wfz,A,114,0,89,12
5842,IR24,2azh,A,83,5,37,3
5842,IR24,1xjs,A,83,5,37,3
5842,IR24,1tmw,A,102,10,30,43
5842,IR24,1zwv,A,21,0,13,114
5842,IR24,1qxf,A,21,0,13,114
5842,IR24,1xwn,A,111,9,30,28
5842,IR24,1r1b,A,31,6,14,110
5842,IR24,1ni7,A,58,1,21,77
5842,IR24,1d2d,A,31,6,14,110
5842,IR24,1ysn,A,19,0,11,116
5842,IR24,1ysi,A,19,0,11,116
5842,IR24,1ysg,A,19,0,11,116
5842,IR24,1pls,,13,0,10,122
5842,IR24,1lxl,,19,0,11,116
5842,IR24,1bxl,A,19,0,11,116
5842,IR24,1rzw,A,89,22,26,68
5842,IR24,1d1r,A,26,0,12,109
5842,IR24,1z00,A,13,0,10,122
5842,IR24,1ywz,A,24,1,12,112
5842,IR24,1t2m,A,13,1,12,123
5842,IR24,1nxi,A,10,0,9,125
5842,IR24,1jh3,A,59,11,16,76
5843,hypothetical_protein_At3g17210,1q53,B,112,0,112,1
5843,hypothetical_protein_At3g17210,1q53,A,112,0,112,1
5843,hypothetical_protein_At3g17210,1rjj,B,100,4,39,12
5843,hypothetical_protein_At3g17210,1rjj,A,100,4,39,12
5844,ZR18,1pqx,A,91,0,91,1
5844,ZR18,1yh5,A,22,0,12,70
5844,ZR18,1n91,A,22,0,12,70
5844,ZR18,1xn5,A,30,1,13,63
5844,ZR18,1k8o,A,72,8,22,23
5844,ZR18,1k8m,A,72,8,22,23
5844,ZR18,1a1z,,10,0,10,82
5844,ZR18,1a1w,,10,0,10,82
5844,ZR18,2a55,A,27,3,12,65
5844,ZR18,1ezy,A,95,5,25,2
5844,ZR18,1ezt,A,95,5,25,2
5844,ZR18,1zts,A,27,0,13,65
5844,ZR18,1pls,,27,0,11,65
5844,ZR18,1xhj,A,15,1,12,77
5844,ZR18,1tmw,A,13,0,10,79
5844,ZR18,1ywl,A,10,0,9,82
5844,ZR18,1rq8,A,31,7,14,61
5844,ZR18,1bc9,,21,0,10,71
5844,ZR18,2b3w,A,12,0,9,80
5844,ZR18,1qxf,A,9,0,9,83
5844,ZR18,1q8k,A,91,20,27,10
5845,MW2441,1r57,A,102,0,102,1
5845,MW2441,1y8m,A,57,1,20,46
5845,MW2441,2evn,A,71,5,23,8
5845,MW2441,1r1b,A,60,2,21,43
5845,MW2441,1d2d,A,60,2,21,43
5845,MW2441,1nxi,A,17,0,11,86
5845,MW2441,1rq8,A,49,3,15,54
5845,MW2441,1zwv,A,60,8,25,49
5845,MW2441,1u4a,A,17,0,11,86
5845,MW2441,1tmw,A,57,6,22,51
5845,MW2441,1d1r,A,24,0,12,79
5845,MW2441,1pc2,A,10,0,9,93
5845,MW2441,1k99,A,69,10,18,37
5845,MW2441,1ywl,A,30,1,12,73
5845,MW2441,1z00,A,9,0,9,94
5845,MW2441,1xwn,A,9,0,9,94
5845,MW2441,1r9p,A,9,0,9,94
5845,MW2441,1q48,A,9,0,9,94
5845,MW2441,1pls,,9,0,9,94
5845,MW2441,1nwb,A,9,0,9,94
5845,MW2441,1sj6,A,21,0,10,82
5845,MW2441,1q8k,A,25,0,12,78
5845,MW2441,1j8c,A,55,15,19,55
5846,MR19,1puz,A,82,0,82,1
5847,Sda,1pv0,A,46,0,46,1
5848,S-locus_pollen_protein,1ugl,A,50,0,50,1
5848,S-locus_pollen_protein,2bbi,,19,0,10,32
5848,S-locus_pollen_protein,1bbi,,19,0,10,32
5849,COP,1ufm,A,84,0,84,1
5849,COP,1vek,A,86,4,28,1
5849,COP,2cok,A,67,0,20,1
5849,COP,1wx9,A,86,2,24,1
5849,COP,1x59,A,82,10,22,4
5849,COP,1wgy,A,81,3,25,1
5850,tyrosine,1p8a,A,146,0,146,1
5850,tyrosine,1bvh,,149,14,62,5
5850,tyrosine,1z2e,A,84,4,27,3
5850,tyrosine,1z2d,A,84,4,27,3
5851,Kruppel-like_factor_3,1p7a,A,37,0,37,1
5851,Kruppel-like_factor_3,1u85,A,33,0,32,5
5851,Kruppel-like_factor_3,1u86,A,35,2,33,5
5851,Kruppel-like_factor_3,1xf7,A,25,0,16,10
5851,Kruppel-like_factor_3,1va3,A,25,0,14,10
5851,Kruppel-like_factor_3,1sp1,,25,0,14,10
5851,Kruppel-like_factor_3,1rik,A,23,0,13,12
5851,Kruppel-like_factor_3,1rim,A,26,0,13,12
5851,Kruppel-like_factor_3,1x6h,A,33,0,14,2
5851,Kruppel-like_factor_3,1x6e,A,34,0,14,1
5851,Kruppel-like_factor_3,1x6e,A,31,0,12,4
5851,Kruppel-like_factor_3,1bhi,,27,2,13,10
5851,Kruppel-like_factor_3,2cot,A,31,0,12,4
5851,Kruppel-like_factor_3,2cot,A,23,0,10,12
5851,Kruppel-like_factor_3,2adr,,30,0,12,4
5851,Kruppel-like_factor_3,2adr,,25,0,10,10
5851,Kruppel-like_factor_3,1zfd,,27,2,11,10
5851,Kruppel-like_factor_3,1ard,,25,0,10,10
5851,Kruppel-like_factor_3,2csh,A,27,0,10,8
5851,Kruppel-like_factor_3,2csh,A,30,0,11,1
5851,Kruppel-like_factor_3,2ct1,A,27,1,11,9
5851,Kruppel-like_factor_3,1va2,A,27,2,11,10
5851,Kruppel-like_factor_3,1srk,A,30,0,12,5
5851,Kruppel-like_factor_3,1sp2,,27,2,11,10
5851,Kruppel-like_factor_3,1bbo,,29,0,10,4
5851,Kruppel-like_factor_3,1arf,,25,0,9,10
5853,Calbindin_D28k,1tnx,,149,19,37,23
5853,Calbindin_D28k,1tnx,,119,12,30,102
5853,Calbindin_D28k,1tnx,,39,1,15,190
5853,Calbindin_D28k,1tnw,,149,19,37,23
5853,Calbindin_D28k,1tnw,,119,12,30,102
5853,Calbindin_D28k,1tnw,,39,1,15,190
5853,Calbindin_D28k,2bbn,A,158,22,39,14
5853,Calbindin_D28k,2bbn,A,124,23,35,102
5853,Calbindin_D28k,2bbm,A,158,22,39,14
5853,Calbindin_D28k,2bbm,A,124,23,35,102
5853,Calbindin_D28k,1sy9,A,158,22,38,14
5853,Calbindin_D28k,1sy9,A,124,23,36,102
5853,Calbindin_D28k,1nwd,A,158,22,38,14
5853,Calbindin_D28k,1nwd,A,124,23,36,102
5853,Calbindin_D28k,1mux,,158,22,38,14
5853,Calbindin_D28k,1mux,,124,23,36,102
5853,Calbindin_D28k,1ckk,A,158,22,38,14
5853,Calbindin_D28k,1ckk,A,124,23,36,102
5853,Calbindin_D28k,1cff,A,158,22,38,14
5853,Calbindin_D28k,1cff,A,124,23,36,102
5853,Calbindin_D28k,1cfd,,158,22,38,14
5853,Calbindin_D28k,1cfd,,124,23,36,102
5853,Calbindin_D28k,1cfc,,158,22,38,14
5853,Calbindin_D28k,1cfc,,124,23,36,102
5853,Calbindin_D28k,1dmo,,158,22,37,14
5853,Calbindin_D28k,1dmo,,124,23,36,102
5853,Calbindin_D28k,1lkj,A,157,23,43,102
5853,Calbindin_D28k,1s6i,A,155,27,40,18
5853,Calbindin_D28k,1s6i,A,111,16,33,107
5853,Calbindin_D28k,3pat,,73,5,27,99
5853,Calbindin_D28k,3pat,,68,5,21,11
5853,Calbindin_D28k,3pat,,46,1,16,183
5853,Calbindin_D28k,2pas,,73,5,27,99
5853,Calbindin_D28k,2pas,,68,5,21,11
5853,Calbindin_D28k,2pas,,46,1,16,183
5853,Calbindin_D28k,1aj4,,136,22,31,41
5853,Calbindin_D28k,1aj4,,105,28,25,121
5853,Calbindin_D28k,1ozs,A,74,8,22,98
5853,Calbindin_D28k,1ozs,A,39,0,14,187
5853,Calbindin_D28k,1jsa,,145,21,35,98
5853,Calbindin_D28k,1iku,,145,21,35,98
5853,Calbindin_D28k,1ih0,A,74,8,22,98
5853,Calbindin_D28k,1ih0,A,39,0,14,187
5853,Calbindin_D28k,1la0,A,132,14,29,41
5853,Calbindin_D28k,1la0,A,105,28,25,121
5853,Calbindin_D28k,3ctn,,74,8,21,98
5853,Calbindin_D28k,3ctn,,37,0,13,189
5853,Calbindin_D28k,1scv,A,74,8,21,98
5853,Calbindin_D28k,1scv,A,37,0,13,189
5853,Calbindin_D28k,1sbj,A,74,8,21,98
5853,Calbindin_D28k,1sbj,A,37,0,13,189
5853,Calbindin_D28k,1la3,A,145,21,34,98
5853,Calbindin_D28k,1jc2,A,74,8,21,98
5853,Calbindin_D28k,1jc2,A,34,0,12,187
5853,Calbindin_D28k,1fi5,A,74,8,21,98
5853,Calbindin_D28k,1fi5,A,37,0,13,189
5853,Calbindin_D28k,1jba,A,109,16,27,115
5853,Calbindin_D28k,1jba,A,70,9,21,106
5853,Calbindin_D28k,1rk9,A,74,5,23,98
5853,Calbindin_D28k,1rk9,A,35,0,14,185
5853,Calbindin_D28k,1rjv,A,74,5,23,98
5853,Calbindin_D28k,1rjv,A,35,0,14,185
5853,Calbindin_D28k,1yx8,A,69,2,20,98
5853,Calbindin_D28k,1yx7,A,69,2,20,98
5853,Calbindin_D28k,1fpw,A,105,12,29,110
5853,Calbindin_D28k,1fpw,A,67,8,18,145
5853,Calbindin_D28k,1fpw,A,86,4,20,85
5853,Calbindin_D28k,1oqp,A,78,8,22,94
5853,Calbindin_D28k,1oqp,A,38,0,15,183
5853,Calbindin_D28k,1cmg,,73,8,20,99
5853,Calbindin_D28k,1cmg,,35,0,15,187
5853,Calbindin_D28k,1cmf,,73,8,20,99
5853,Calbindin_D28k,1cmf,,35,0,15,187
5853,Calbindin_D28k,1ggw,A,74,9,26,163
5853,Calbindin_D28k,1ggw,A,74,8,24,75
5853,Calbindin_D28k,1sw8,A,31,0,14,190
5853,Calbindin_D28k,1sw8,A,72,12,22,102
5853,Calbindin_D28k,1sw8,A,64,6,18,14
5853,Calbindin_D28k,1j7o,A,31,0,14,190
5853,Calbindin_D28k,1f70,A,31,0,14,190
5853,Calbindin_D28k,1ak8,,31,0,14,190
5853,Calbindin_D28k,1j7p,A,71,8,19,101
5853,Calbindin_D28k,1j7p,A,33,0,14,189
5853,Calbindin_D28k,1f71,A,71,8,19,101
5853,Calbindin_D28k,1f71,A,33,0,14,189
5854,NAD+_synthetase,1uit,A,73,0,21,78
5858,plastocyanin,1tu2,A,105,0,105,2
5858,plastocyanin,1nin,,105,0,105,2
5858,plastocyanin,1fa4,A,105,0,105,2
5858,plastocyanin,1m9w,A,100,6,55,5
5858,plastocyanin,1jxf,A,100,6,55,5
5858,plastocyanin,1jxd,A,100,6,55,5
5858,plastocyanin,1j5d,A,100,6,55,5
5858,plastocyanin,1j5c,A,100,6,55,5
5858,plastocyanin,2b3i,A,99,7,48,6
5858,plastocyanin,1b3i,A,99,7,48,6
5858,plastocyanin,1tkw,A,100,5,46,6
5858,plastocyanin,9pcy,,99,3,44,6
5858,plastocyanin,1plb,,99,5,44,6
5858,plastocyanin,1pla,,99,5,44,6
5858,plastocyanin,2pcf,A,100,5,45,6
5858,plastocyanin,1ylb,B,100,5,45,6
5859,MCCJ25,1q71,A,21,0,21,1
5859,MCCJ25,1pp5,A,21,0,21,1
5860,SubA,1pxq,A,35,0,35,1
5861,MnmE,1rfl,A,172,0,172,1
5862,TRADD-DD,1wxp,A,98,7,27,17
5862,TRADD-DD,1ddf,,72,16,23,69
5862,TRADD-DD,1pc2,A,66,9,23,68
5862,TRADD-DD,1q8k,A,66,6,19,65
5862,TRADD-DD,1yhd,A,46,4,16,79
5862,TRADD-DD,1z00,A,10,0,9,115
5862,TRADD-DD,1u4a,A,10,0,9,115
5862,TRADD-DD,1fh1,A,38,0,16,75
5862,TRADD-DD,1d1r,A,10,0,9,115
5862,TRADD-DD,1nxi,A,47,8,18,86
5862,TRADD-DD,1kkd,A,49,7,16,76
5862,TRADD-DD,1r57,A,46,9,18,88
5862,TRADD-DD,1d4b,A,51,0,11,74
5862,TRADD-DD,1sj6,A,33,9,15,92
5862,TRADD-DD,1ny8,A,11,0,9,114
5862,TRADD-DD,1y8m,A,54,12,18,83
5862,TRADD-DD,1y8m,A,52,0,13,72
5862,TRADD-DD,1xwn,A,33,0,12,92
5863,FkpA,1fkt,,107,4,50,122
5863,FkpA,1fks,,107,4,50,122
5863,FkpA,1fkr,,107,4,50,122
5863,FkpA,1f40,A,107,4,50,122
5863,FkpA,1rou,,107,4,45,122
5863,FkpA,1rot,,107,4,45,122
5863,FkpA,1l1p,A,68,3,20,132
5863,FkpA,1w9r,A,114,5,24,1
5863,FkpA,1ttx,A,45,2,17,68
5866,mutT_protein,1tum,,129,0,129,1
5866,mutT_protein,1pus,A,129,0,129,1
5866,mutT_protein,1puq,A,129,0,129,1
5866,mutT_protein,1pun,A,129,0,129,1
5866,mutT_protein,1ppx,A,129,0,129,1
5866,mutT_protein,1mut,,129,0,129,1
5866,mutT_protein,1jkn,A,102,16,31,8
5866,mutT_protein,1f3y,A,102,16,31,8
5866,mutT_protein,1iry,A,39,0,17,37
5866,mutT_protein,1q27,A,61,2,18,2
5866,mutT_protein,1xsc,A,80,7,24,14
5866,mutT_protein,1xsb,A,80,7,24,14
5866,mutT_protein,1xsa,A,80,7,24,14
5867,INTERSECTIN_2,1uhf,A,69,0,69,1
5867,INTERSECTIN_2,1x2k,A,70,3,34,1
5867,INTERSECTIN_2,1x2p,A,70,3,32,1
5867,INTERSECTIN_2,1ujy,A,76,7,32,1
5867,INTERSECTIN_2,1uhc,A,79,10,29,1
5867,INTERSECTIN_2,1udl,A,63,3,29,10
5867,INTERSECTIN_2,1wa7,A,54,2,23,8
5867,INTERSECTIN_2,1w1f,A,54,2,23,8
5867,INTERSECTIN_2,1x69,A,79,10,32,1
5867,INTERSECTIN_2,1x2q,A,88,19,36,1
5867,INTERSECTIN_2,1kfz,A,53,1,24,13
5867,INTERSECTIN_2,1k76,A,53,1,24,13
5867,INTERSECTIN_2,2cuc,A,72,5,34,1
5867,INTERSECTIN_2,1wxt,A,70,3,30,1
5867,INTERSECTIN_2,5hck,,63,4,26,6
5867,INTERSECTIN_2,4hck,,63,4,26,6
5867,INTERSECTIN_2,2ct3,A,72,5,31,1
5867,INTERSECTIN_2,1j3t,A,74,5,29,1
5867,INTERSECTIN_2,1wx6,A,91,22,36,1
5867,INTERSECTIN_2,1a0n,B,64,3,24,4
5867,INTERSECTIN_2,1s1n,A,58,2,24,6
5867,INTERSECTIN_2,1wi7,A,70,3,28,1
5867,INTERSECTIN_2,1h3h,A,50,1,20,13
5867,INTERSECTIN_2,2cub,A,88,19,32,1
5867,INTERSECTIN_2,1zsg,A,49,1,19,13
5867,INTERSECTIN_2,1uff,A,67,6,29,1
5867,INTERSECTIN_2,1srm,,60,3,22,5
5867,INTERSECTIN_2,1srl,,60,3,22,5
5867,INTERSECTIN_2,1rlq,C,60,3,22,5
5867,INTERSECTIN_2,1rlp,C,60,3,22,5
5867,INTERSECTIN_2,1qwf,A,62,3,23,3
5867,INTERSECTIN_2,1qwe,A,62,3,23,3
5867,INTERSECTIN_2,1prm,C,60,3,22,5
5867,INTERSECTIN_2,1prl,C,60,3,22,5
5867,INTERSECTIN_2,1nlp,C,62,3,23,3
5867,INTERSECTIN_2,1nlo,C,62,3,23,3
5867,INTERSECTIN_2,1nyg,,57,3,21,11
5867,INTERSECTIN_2,1nyf,,57,3,21,11
5867,INTERSECTIN_2,1m8m,A,59,1,20,6
5867,INTERSECTIN_2,1io6,A,56,2,21,8
5867,INTERSECTIN_2,1gfd,,56,2,21,8
5867,INTERSECTIN_2,1gfc,,56,2,21,8
5867,INTERSECTIN_2,1azg,B,57,3,21,11
5867,INTERSECTIN_2,1aey,,59,1,20,6
5867,INTERSECTIN_2,2ct4,A,72,5,27,1
5867,INTERSECTIN_2,1ugv,A,74,7,29,1
5867,INTERSECTIN_2,1zbj,A,56,3,20,11
5867,INTERSECTIN_2,1k4u,S,54,1,22,8
5867,INTERSECTIN_2,1wlp,B,55,3,22,8
5867,INTERSECTIN_2,1wlp,B,57,1,13,9
5867,INTERSECTIN_2,1awo,,60,2,21,4
5867,INTERSECTIN_2,1u5s,A,58,4,23,14
5867,INTERSECTIN_2,1kik,A,50,2,18,12
5867,INTERSECTIN_2,1h92,A,50,2,18,12
5867,INTERSECTIN_2,1x43,A,81,12,27,1
5867,INTERSECTIN_2,1x3v,A,70,3,26,1
5867,INTERSECTIN_2,2azv,A,56,2,17,10
5867,INTERSECTIN_2,2a37,A,56,2,17,10
5867,INTERSECTIN_2,1gl5,A,60,2,22,7
5867,INTERSECTIN_2,4gbq,A,60,2,17,5
5867,INTERSECTIN_2,3gbq,A,60,2,17,5
5867,INTERSECTIN_2,2hsp,,50,2,19,13
5867,INTERSECTIN_2,2gbq,A,60,2,17,5
5867,INTERSECTIN_2,1hsq,,50,2,19,13
5867,INTERSECTIN_2,1gbr,A,60,2,17,5
5867,INTERSECTIN_2,1gbq,A,60,2,17,5
5867,INTERSECTIN_2,1awx,,61,2,19,1
5867,INTERSECTIN_2,1aww,,61,2,19,1
5867,INTERSECTIN_2,1ju5,C,56,2,18,11
5867,INTERSECTIN_2,2azs,A,56,2,16,10
5867,INTERSECTIN_2,2a36,A,56,2,16,10
5867,INTERSECTIN_2,1wxu,A,93,24,30,1
5867,INTERSECTIN_2,1neb,,58,3,17,6
5867,INTERSECTIN_2,1ark,,58,3,17,6
5867,INTERSECTIN_2,1jeg,A,60,5,21,8
5867,INTERSECTIN_2,1qly,A,53,2,16,9
5867,INTERSECTIN_2,2cud,A,81,14,25,1
5867,INTERSECTIN_2,1aze,A,55,2,14,10
5867,INTERSECTIN_2,1m3c,A,56,3,16,8
5867,INTERSECTIN_2,1m30,A,54,3,15,10
5867,INTERSECTIN_2,1m3b,A,50,2,13,13
5867,INTERSECTIN_2,1m3a,A,50,2,13,13
5867,INTERSECTIN_2,2cra,A,73,7,25,1
5867,INTERSECTIN_2,1weu,A,26,1,13,1
5868,RAD23,1pve,A,72,0,72,1
5868,RAD23,1tp4,A,60,0,50,5
5868,RAD23,1qze,A,60,0,50,5
5868,RAD23,1oqy,A,60,0,50,5
5868,RAD23,1jjs,A,42,7,14,1
5869,Alpha-A-conotoxin_EIVA,1pqr,A,29,0,24,1
5869,Alpha-A-conotoxin_EIVA,1p1p,,24,1,16,1
5871,Ara_h_6_monomer,1w2q,A,127,0,127,1
5871,Ara_h_6_monomer,1psy,A,111,11,33,3
5872,RGSZ1_monomer,1cmz,A,139,0,99,8
5872,RGSZ1_monomer,1ezy,A,158,17,68,11
5872,RGSZ1_monomer,1ezt,A,158,17,68,11
5872,RGSZ1_monomer,2crp,A,142,4,62,2
5872,RGSZ1_monomer,1nla,B,29,1,13,124
5872,RGSZ1_monomer,1nla,A,29,1,13,124
5872,RGSZ1_monomer,1zwv,A,19,0,9,132
5872,RGSZ1_monomer,1ddf,,99,15,22,53
5872,RGSZ1_monomer,1a1z,,33,0,11,118
5872,RGSZ1_monomer,1a1w,,33,0,11,118
5872,RGSZ1_monomer,1sj6,A,22,0,10,129
5872,RGSZ1_monomer,2bl5,A,28,0,10,124
5873,BlaI,1p6r,A,82,0,82,1
5874,p47,1v92,A,46,0,46,1
5874,p47,1zrr,A,73,2,22,5
5874,p47,1m4o,A,73,2,22,5
5874,p47,1eio,A,49,0,15,91
5874,p47,1eal,,49,0,15,91
5875,GB1_monomer,1q10,B,56,0,56,1
5875,GB1_monomer,1q10,A,56,0,56,1
5875,GB1_monomer,1mpe,D,56,0,55,1
5875,GB1_monomer,1mpe,C,56,0,55,1
5875,GB1_monomer,1mpe,B,56,0,55,1
5875,GB1_monomer,1mpe,A,56,0,55,1
5875,GB1_monomer,1pn5,A,56,0,52,1
5875,GB1_monomer,1ibx,B,56,0,52,1
5875,GB1_monomer,3gb1,A,56,0,51,1
5875,GB1_monomer,2gb1,,56,0,51,1
5875,GB1_monomer,1gb1,,56,0,51,1
5875,GB1_monomer,2igg,,54,0,48,3
5875,GB1_monomer,1fd6,A,54,0,47,3
5875,GB1_monomer,1fcl,A,54,0,46,3
5875,GB1_monomer,1p7f,A,56,0,46,1
5875,GB1_monomer,1p7e,A,56,0,46,1
5875,GB1_monomer,2igh,,54,0,44,3
5875,GB1_monomer,1gb4,,54,0,43,3
5875,GB1_monomer,1zxh,A,54,0,30,1
5876,p47,1ss6,A,100,0,94,1
5876,p47,1jru,A,89,0,89,112
5876,p47,1i42,A,89,0,89,112
5876,p47,1vaz,A,76,0,76,1
5876,p47,1ezp,A,87,5,28,103
5876,p47,1ezo,A,87,5,28,103
5877,Pf1_coat_protein,1zn5,A,46,0,46,1
5877,Pf1_coat_protein,1pjf,A,46,0,46,1
5878,53BP1_monomer,1ssf,A,155,0,155,1
5879,PilS,1q5f,A,156,0,156,1
5880,RIKEN_cDNA_3110009E22,1uhu,A,105,0,105,1
5880,RIKEN_cDNA_3110009E22,1x5e,A,50,6,16,1
5881,SmIIIA,1q2j,A,21,0,21,2
5881,SmIIIA,1r9i,A,20,1,10,3
5882,C1q_monomer,1uh6,A,37,7,14,2
